SMILES_BB,SMILES_0,SMILES_1,SMILES_2,SMILES_3,SMILES_4,SMILES_5,SMILES_6,SMILES_7,SMILES_8,SMILES_9
COc(c(OC)c1)cc(CC([Hg])=O)c1Br,CC(C([Hg])=O)NC(Cc(cc(c(OC)c1)OC)c1Br)=O,CCN(CCC([Hg])=O)C(Cc(cc(c(OC)c1)OC)c1Br)=O,COc(c(OC)c1)cc(CC(NC2(COC2)C([Hg])=O)=O)c1Br,COc(c(OC)c1)cc(CC(N(CCC2)C2C([Hg])=O)=O)c1Br,COc(c(OC)c1)cc(CC(N(CC2)CCC2C([Hg])=O)=O)c1Br,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc(c(OC)c1)OC)c1Br)=O,COc(c(OC)c1)cc(CC(N(CC([Hg])=O)c2ccc[o]2)=O)c1Br,COc(c(OC)c1)cc(CC(Nc(cc2)ccc2C([Hg])=O)=O)c1Br,COc(c(OC)c1)cc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)c1Br,COc(c(OC)c1)cc(CC(NCc2cccc(CC([Hg])=O)c2)=O)c1Br
Cc1c(CC([Hg])=O)c(cc(cc2)OC)c2[nH]1,CC(C([Hg])=O)NC(Cc1c(C)[nH]c(cc2)c1cc2OC)=O,CCN(CCC([Hg])=O)C(Cc1c(C)[nH]c(cc2)c1cc2OC)=O,Cc1c(CC(NC2(COC2)C([Hg])=O)=O)c(cc(cc2)OC)c2[nH]1,Cc1c(CC(N(CCC2)C2C([Hg])=O)=O)c(cc(cc2)OC)c2[nH]1,Cc1c(CC(N(CC2)CCC2C([Hg])=O)=O)c(cc(cc2)OC)c2[nH]1,Cc1c(CC(N(CCN(C)C2)C2C([Hg])=O)=O)c(cc(cc2)OC)c2[nH]1,Cc1c(CC(N(CC([Hg])=O)c2ccc[o]2)=O)c(cc(cc2)OC)c2[nH]1,Cc1c(CC(Nc(cc2)ccc2C([Hg])=O)=O)c(cc(cc2)OC)c2[nH]1,Cc1c(CC(NC(Cc2ccccc2)C([Hg])=O)=O)c(cc(cc2)OC)c2[nH]1,Cc1c(CC(NCc2cccc(CC([Hg])=O)c2)=O)c(cc(cc2)OC)c2[nH]1
CC(CCC([Hg])=O)(c(cc1)ccc1O)c(cc1)ccc1O,CC(C([Hg])=O)NC(CCC(C)(c(cc1)ccc1O)c(cc1)ccc1O)=O,CCN(CCC([Hg])=O)C(CCC(C)(c(cc1)ccc1O)c(cc1)ccc1O)=O,CC(CCC(NC1(COC1)C([Hg])=O)=O)(c(cc1)ccc1O)c(cc1)ccc1O,CC(CCC(N(CCC1)C1C([Hg])=O)=O)(c(cc1)ccc1O)c(cc1)ccc1O,CC(CCC(N(CC1)CCC1C([Hg])=O)=O)(c(cc1)ccc1O)c(cc1)ccc1O,CC(CCC(N(CCN(C)C1)C1C([Hg])=O)=O)(c(cc1)ccc1O)c(cc1)ccc1O,CC(CCC(N(CC([Hg])=O)c1ccc[o]1)=O)(c(cc1)ccc1O)c(cc1)ccc1O,CC(CCC(Nc(cc1)ccc1C([Hg])=O)=O)(c(cc1)ccc1O)c(cc1)ccc1O,CC(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)(c(cc1)ccc1O)c(cc1)ccc1O,CC(CCC(NCc1cccc(CC([Hg])=O)c1)=O)(c(cc1)ccc1O)c(cc1)ccc1O
O=C(Cc(cc(cc1)Br)c1F)[Hg],CC(C([Hg])=O)NC(Cc(cc(cc1)Br)c1F)=O,CCN(CCC([Hg])=O)C(Cc(cc(cc1)Br)c1F)=O,O=C(Cc(cc(cc1)Br)c1F)NC1(COC1)C([Hg])=O,O=C(Cc(cc(cc1)Br)c1F)N(CCC1)C1C([Hg])=O,O=C(Cc(cc(cc1)Br)c1F)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc(cc1)Br)c1F)=O,O=C(Cc(cc(cc1)Br)c1F)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(cc(cc1)Br)c1F)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(cc(cc1)Br)c1F)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cc(cc1)Br)c1F)NCc1cccc(CC([Hg])=O)c1
[O-][N+](c(cc1)cc(CC([Hg])=O)c1F)=O,CC(C([Hg])=O)NC(Cc(cc(cc1)[N+]([O-])=O)c1F)=O,CCN(CCC([Hg])=O)C(Cc(cc(cc1)[N+]([O-])=O)c1F)=O,[O-][N+](c(cc1)cc(CC(NC2(COC2)C([Hg])=O)=O)c1F)=O,[O-][N+](c(cc1)cc(CC(N(CCC2)C2C([Hg])=O)=O)c1F)=O,[O-][N+](c(cc1)cc(CC(N(CC2)CCC2C([Hg])=O)=O)c1F)=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc(cc1)[N+]([O-])=O)c1F)=O,[O-][N+](c(cc1)cc(CC(N(CC([Hg])=O)c2ccc[o]2)=O)c1F)=O,[O-][N+](c(cc1)cc(CC(Nc(cc2)ccc2C([Hg])=O)=O)c1F)=O,[O-][N+](c(cc1)cc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)c1F)=O,[O-][N+](c(cc1)cc(CC(NCc2cccc(CC([Hg])=O)c2)=O)c1F)=O
CS(c1ccc(CC([Hg])=O)cc1)(=O)=O,CC(C([Hg])=O)NC(Cc(cc1)ccc1S(C)(=O)=O)=O,CCN(CCC([Hg])=O)C(Cc(cc1)ccc1S(C)(=O)=O)=O,CS(c1ccc(CC(NC2(COC2)C([Hg])=O)=O)cc1)(=O)=O,CS(c1ccc(CC(N(CCC2)C2C([Hg])=O)=O)cc1)(=O)=O,CS(c1ccc(CC(N(CC2)CCC2C([Hg])=O)=O)cc1)(=O)=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc1)ccc1S(C)(=O)=O)=O,CS(c1ccc(CC(N(CC([Hg])=O)c2ccc[o]2)=O)cc1)(=O)=O,CS(c1ccc(CC(Nc(cc2)ccc2C([Hg])=O)=O)cc1)(=O)=O,CS(c1ccc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1)(=O)=O,CS(c1ccc(CC(NCc2cccc(CC([Hg])=O)c2)=O)cc1)(=O)=O
O=C(Cc1c[nH]cn1)[Hg],CC(C([Hg])=O)NC(Cc1c[nH]cn1)=O,CCN(CCC([Hg])=O)C(Cc1c[nH]cn1)=O,O=C(Cc1c[nH]cn1)NC1(COC1)C([Hg])=O,O=C(Cc1c[nH]cn1)N(CCC1)C1C([Hg])=O,O=C(Cc1c[nH]cn1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc1c[nH]cn1)=O,O=C(Cc1c[nH]cn1)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc1c[nH]cn1)Nc(cc1)ccc1C([Hg])=O,O=C(Cc1c[nH]cn1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1c[nH]cn1)NCc1cccc(CC([Hg])=O)c1
COc(ccc(CC([Hg])=O)c1)c1O,CC(C([Hg])=O)NC(Cc(cc1)cc(O)c1OC)=O,CCN(CCC([Hg])=O)C(Cc(cc1)cc(O)c1OC)=O,COc(ccc(CC(NC1(COC1)C([Hg])=O)=O)c1)c1O,COc(ccc(CC(N(CCC1)C1C([Hg])=O)=O)c1)c1O,COc(ccc(CC(N(CC1)CCC1C([Hg])=O)=O)c1)c1O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc1)cc(O)c1OC)=O,COc(ccc(CC(N(CC([Hg])=O)c1ccc[o]1)=O)c1)c1O,COc(ccc(CC(Nc(cc1)ccc1C([Hg])=O)=O)c1)c1O,COc(ccc(CC(NC(Cc1ccccc1)C([Hg])=O)=O)c1)c1O,COc(ccc(CC(NCc1cccc(CC([Hg])=O)c1)=O)c1)c1O
CN(c1c(C(N2C)=O)[n](CC([Hg])=O)cn1)C2=O,CC(C([Hg])=O)NC(C[n]1c(C(N(C)C(N2C)=O)=O)c2nc1)=O,CCN(CCC([Hg])=O)C(C[n]1c(C(N(C)C(N2C)=O)=O)c2nc1)=O,CN(c1c(C(N2C)=O)[n](CC(NC3(COC3)C([Hg])=O)=O)cn1)C2=O,CN(c1c(C(N2C)=O)[n](CC(N(CCC3)C3C([Hg])=O)=O)cn1)C2=O,CN(c1c(C(N2C)=O)[n](CC(N(CC3)CCC3C([Hg])=O)=O)cn1)C2=O,CN(CC1)CC(C([Hg])=O)N1C(C[n]1c(C(N(C)C(N2C)=O)=O)c2nc1)=O,CN(c1c(C(N2C)=O)[n](CC(N(CC([Hg])=O)c3ccc[o]3)=O)cn1)C2=O,CN(c1c(C(N2C)=O)[n](CC(Nc(cc3)ccc3C([Hg])=O)=O)cn1)C2=O,CN(c1c(C(N2C)=O)[n](CC(NC(Cc3ccccc3)C([Hg])=O)=O)cn1)C2=O,CN(c1c(C(N2C)=O)[n](CC(NCc3cccc(CC([Hg])=O)c3)=O)cn1)C2=O
O=C(CC1c(cccc2)c2-c2c1cccc2)[Hg],CC(C([Hg])=O)NC(CC1c(cccc2)c2-c2c1cccc2)=O,CCN(CCC([Hg])=O)C(CC1c(cccc2)c2-c2c1cccc2)=O,O=C(CC1c(cccc2)c2-c2c1cccc2)NC1(COC1)C([Hg])=O,O=C(CC1c(cccc2)c2-c2c1cccc2)N(CCC1)C1C([Hg])=O,O=C(CC1c(cccc2)c2-c2c1cccc2)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CC1c(cccc2)c2-c2c1cccc2)=O,O=C(CC1c(cccc2)c2-c2c1cccc2)N(CC([Hg])=O)c1ccc[o]1,O=C(CC1c(cccc2)c2-c2c1cccc2)Nc(cc1)ccc1C([Hg])=O,O=C(CC1c(cccc2)c2-c2c1cccc2)NC(Cc1ccccc1)C([Hg])=O,O=C(CC1c(cccc2)c2-c2c1cccc2)NCc1cccc(CC([Hg])=O)c1
O=C(Cc(cccc1)c1Oc1ccccc1)[Hg],CC(C([Hg])=O)NC(Cc(cccc1)c1Oc1ccccc1)=O,CCN(CCC([Hg])=O)C(Cc(cccc1)c1Oc1ccccc1)=O,O=C(Cc(cccc1)c1Oc1ccccc1)NC1(COC1)C([Hg])=O,O=C(Cc(cccc1)c1Oc1ccccc1)N(CCC1)C1C([Hg])=O,O=C(Cc(cccc1)c1Oc1ccccc1)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cccc1)c1Oc1ccccc1)=O,O=C(Cc(cccc1)c1Oc1ccccc1)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(cccc1)c1Oc1ccccc1)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(cccc1)c1Oc1ccccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cccc1)c1Oc1ccccc1)NCc1cccc(CC([Hg])=O)c1
O=C(COc(cccc1Cl)c1Cl)[Hg],CC(C([Hg])=O)NC(COc(cccc1Cl)c1Cl)=O,CCN(CCC([Hg])=O)C(COc(cccc1Cl)c1Cl)=O,O=C(COc(cccc1Cl)c1Cl)NC1(COC1)C([Hg])=O,O=C(COc(cccc1Cl)c1Cl)N(CCC1)C1C([Hg])=O,O=C(COc(cccc1Cl)c1Cl)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(COc(cccc1Cl)c1Cl)=O,O=C(COc(cccc1Cl)c1Cl)N(CC([Hg])=O)c1ccc[o]1,O=C(COc(cccc1Cl)c1Cl)Nc(cc1)ccc1C([Hg])=O,O=C(COc(cccc1Cl)c1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(COc(cccc1Cl)c1Cl)NCc1cccc(CC([Hg])=O)c1
O=C(Cc(cccc1)c1F)[Hg],CC(C([Hg])=O)NC(Cc(cccc1)c1F)=O,CCN(CCC([Hg])=O)C(Cc(cccc1)c1F)=O,O=C(Cc(cccc1)c1F)NC1(COC1)C([Hg])=O,O=C(Cc(cccc1)c1F)N(CCC1)C1C([Hg])=O,O=C(Cc(cccc1)c1F)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cccc1)c1F)=O,O=C(Cc(cccc1)c1F)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(cccc1)c1F)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(cccc1)c1F)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cccc1)c1F)NCc1cccc(CC([Hg])=O)c1
O=C(Cc(cccc1F)c1F)[Hg],CC(C([Hg])=O)NC(Cc(cccc1F)c1F)=O,CCN(CCC([Hg])=O)C(Cc(cccc1F)c1F)=O,O=C(Cc(cccc1F)c1F)NC1(COC1)C([Hg])=O,O=C(Cc(cccc1F)c1F)N(CCC1)C1C([Hg])=O,O=C(Cc(cccc1F)c1F)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc(cccc1F)c1F)=O,O=C(Cc(cccc1F)c1F)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc(cccc1F)c1F)Nc(cc1)ccc1C([Hg])=O,O=C(Cc(cccc1F)c1F)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cccc1F)c1F)NCc1cccc(CC([Hg])=O)c1
CC([Hg])=O,CC(C([Hg])=O)NC(C)=O,CCN(CCC([Hg])=O)C(C)=O,CC(NC1(COC1)C([Hg])=O)=O,CC(N(CCC1)C1C([Hg])=O)=O,CC(N(CC1)CCC1C([Hg])=O)=O,CC(N(CCN(C)C1)C1C([Hg])=O)=O,CC(N(CC([Hg])=O)c1ccc[o]1)=O,CC(Nc(cc1)ccc1C([Hg])=O)=O,CC(NC(Cc1ccccc1)C([Hg])=O)=O,CC(NCc1cccc(CC([Hg])=O)c1)=O
NC(NCCC([Hg])=O)=O,CC(C([Hg])=O)NC(CCNC(N)=O)=O,CCN(CCC([Hg])=O)C(CCNC(N)=O)=O,NC(NCCC(NC1(COC1)C([Hg])=O)=O)=O,NC(NCCC(N(CCC1)C1C([Hg])=O)=O)=O,NC(NCCC(N(CC1)CCC1C([Hg])=O)=O)=O,CN(CC1)CC(C([Hg])=O)N1C(CCNC(N)=O)=O,NC(NCCC(N(CC([Hg])=O)c1ccc[o]1)=O)=O,NC(NCCC(Nc(cc1)ccc1C([Hg])=O)=O)=O,NC(NCCC(NC(Cc1ccccc1)C([Hg])=O)=O)=O,NC(NCCC(NCc1cccc(CC([Hg])=O)c1)=O)=O
O=C(CCCc(cc1)cc2c1OCCO2)[Hg],CC(C([Hg])=O)NC(CCCc(cc1)cc2c1OCCO2)=O,CCN(CCC([Hg])=O)C(CCCc(cc1)cc2c1OCCO2)=O,O=C(CCCc(cc1)cc2c1OCCO2)NC1(COC1)C([Hg])=O,O=C(CCCc(cc1)cc2c1OCCO2)N(CCC1)C1C([Hg])=O,O=C(CCCc(cc1)cc2c1OCCO2)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(CCCc(cc1)cc2c1OCCO2)=O,O=C(CCCc(cc1)cc2c1OCCO2)N(CC([Hg])=O)c1ccc[o]1,O=C(CCCc(cc1)cc2c1OCCO2)Nc(cc1)ccc1C([Hg])=O,O=C(CCCc(cc1)cc2c1OCCO2)NC(Cc1ccccc1)C([Hg])=O,O=C(CCCc(cc1)cc2c1OCCO2)NCc1cccc(CC([Hg])=O)c1
O=C(Cc1c[s]c2c1cccc2)[Hg],CC(C([Hg])=O)NC(Cc1c[s]c2c1cccc2)=O,CCN(CCC([Hg])=O)C(Cc1c[s]c2c1cccc2)=O,O=C(Cc1c[s]c2c1cccc2)NC1(COC1)C([Hg])=O,O=C(Cc1c[s]c2c1cccc2)N(CCC1)C1C([Hg])=O,O=C(Cc1c[s]c2c1cccc2)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc1c[s]c2c1cccc2)=O,O=C(Cc1c[s]c2c1cccc2)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc1c[s]c2c1cccc2)Nc(cc1)ccc1C([Hg])=O,O=C(Cc1c[s]c2c1cccc2)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1c[s]c2c1cccc2)NCc1cccc(CC([Hg])=O)c1
Cc1c(CC([Hg])=O)nc(-c2ccccc2)[o]1,CC(C([Hg])=O)NC(Cc1c(C)[o]c(-c2ccccc2)n1)=O,CCN(CCC([Hg])=O)C(Cc1c(C)[o]c(-c2ccccc2)n1)=O,Cc1c(CC(NC2(COC2)C([Hg])=O)=O)nc(-c2ccccc2)[o]1,Cc1c(CC(N(CCC2)C2C([Hg])=O)=O)nc(-c2ccccc2)[o]1,Cc1c(CC(N(CC2)CCC2C([Hg])=O)=O)nc(-c2ccccc2)[o]1,Cc1c(CC(N(CCN(C)C2)C2C([Hg])=O)=O)nc(-c2ccccc2)[o]1,Cc1c(CC(N(CC([Hg])=O)c2ccc[o]2)=O)nc(-c2ccccc2)[o]1,Cc1c(CC(Nc(cc2)ccc2C([Hg])=O)=O)nc(-c2ccccc2)[o]1,Cc1c(CC(NC(Cc2ccccc2)C([Hg])=O)=O)nc(-c2ccccc2)[o]1,Cc1c(CC(NCc2cccc(CC([Hg])=O)c2)=O)nc(-c2ccccc2)[o]1
O=C(COc(cc1)cc(O2)c1C=CC2=O)[Hg],CC(C([Hg])=O)NC(COc(cc1)cc(O2)c1C=CC2=O)=O,CCN(CCC([Hg])=O)C(COc(cc1)cc(O2)c1C=CC2=O)=O,O=C(COc(cc1)cc(O2)c1C=CC2=O)NC1(COC1)C([Hg])=O,O=C(COc(cc1)cc(O2)c1C=CC2=O)N(CCC1)C1C([Hg])=O,O=C(COc(cc1)cc(O2)c1C=CC2=O)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(COc(cc1)cc(O2)c1C=CC2=O)=O,O=C(COc(cc1)cc(O2)c1C=CC2=O)N(CC([Hg])=O)c1ccc[o]1,O=C(COc(cc1)cc(O2)c1C=CC2=O)Nc(cc1)ccc1C([Hg])=O,O=C(COc(cc1)cc(O2)c1C=CC2=O)NC(Cc1ccccc1)C([Hg])=O,O=C(COc(cc1)cc(O2)c1C=CC2=O)NCc1cccc(CC([Hg])=O)c1
O=C(Cc1c[o]c2c1cccc2)[Hg],CC(C([Hg])=O)NC(Cc1c[o]c2c1cccc2)=O,CCN(CCC([Hg])=O)C(Cc1c[o]c2c1cccc2)=O,O=C(Cc1c[o]c2c1cccc2)NC1(COC1)C([Hg])=O,O=C(Cc1c[o]c2c1cccc2)N(CCC1)C1C([Hg])=O,O=C(Cc1c[o]c2c1cccc2)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc1c[o]c2c1cccc2)=O,O=C(Cc1c[o]c2c1cccc2)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc1c[o]c2c1cccc2)Nc(cc1)ccc1C([Hg])=O,O=C(Cc1c[o]c2c1cccc2)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1c[o]c2c1cccc2)NCc1cccc(CC([Hg])=O)c1
COc1ccc(CC([Hg])=O)cc1,CC(C([Hg])=O)NC(Cc(cc1)ccc1OC)=O,CCN(CCC([Hg])=O)C(Cc(cc1)ccc1OC)=O,COc1ccc(CC(NC2(COC2)C([Hg])=O)=O)cc1,COc1ccc(CC(N(CCC2)C2C([Hg])=O)=O)cc1,COc1ccc(CC(N(CC2)CCC2C([Hg])=O)=O)cc1,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc1)ccc1OC)=O,COc1ccc(CC(N(CC([Hg])=O)c2ccc[o]2)=O)cc1,COc1ccc(CC(Nc(cc2)ccc2C([Hg])=O)=O)cc1,COc1ccc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1,COc1ccc(CC(NCc2cccc(CC([Hg])=O)c2)=O)cc1
CCOc1ccc(CC([Hg])=O)cc1,CCOc1ccc(CC(NC(C)C([Hg])=O)=O)cc1,CCN(CCC([Hg])=O)C(Cc(cc1)ccc1OCC)=O,CCOc1ccc(CC(NC2(COC2)C([Hg])=O)=O)cc1,CCOc1ccc(CC(N(CCC2)C2C([Hg])=O)=O)cc1,CCOc1ccc(CC(N(CC2)CCC2C([Hg])=O)=O)cc1,CCOc1ccc(CC(N(CCN(C)C2)C2C([Hg])=O)=O)cc1,CCOc1ccc(CC(N(CC([Hg])=O)c2ccc[o]2)=O)cc1,CCOc1ccc(CC(Nc(cc2)ccc2C([Hg])=O)=O)cc1,CCOc1ccc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1,CCOc1ccc(CC(NCc2cccc(CC([Hg])=O)c2)=O)cc1
COc1cccc(CC([Hg])=O)c1,CC(C([Hg])=O)NC(Cc1cc(OC)ccc1)=O,CCN(CCC([Hg])=O)C(Cc1cc(OC)ccc1)=O,COc1cccc(CC(NC2(COC2)C([Hg])=O)=O)c1,COc1cccc(CC(N(CCC2)C2C([Hg])=O)=O)c1,COc1cccc(CC(N(CC2)CCC2C([Hg])=O)=O)c1,CN(CC1)CC(C([Hg])=O)N1C(Cc1cc(OC)ccc1)=O,COc1cccc(CC(N(CC([Hg])=O)c2ccc[o]2)=O)c1,COc1cccc(CC(Nc(cc2)ccc2C([Hg])=O)=O)c1,COc1cccc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)c1,COc1cccc(CC(NCc2cccc(CC([Hg])=O)c2)=O)c1
CCOc1c(CC([Hg])=O)cccc1,CCOc1c(CC(NC(C)C([Hg])=O)=O)cccc1,CCN(CCC([Hg])=O)C(Cc(cccc1)c1OCC)=O,CCOc1c(CC(NC2(COC2)C([Hg])=O)=O)cccc1,CCOc1c(CC(N(CCC2)C2C([Hg])=O)=O)cccc1,CCOc1c(CC(N(CC2)CCC2C([Hg])=O)=O)cccc1,CCOc1c(CC(N(CCN(C)C2)C2C([Hg])=O)=O)cccc1,CCOc1c(CC(N(CC([Hg])=O)c2ccc[o]2)=O)cccc1,CCOc1c(CC(Nc(cc2)ccc2C([Hg])=O)=O)cccc1,CCOc1c(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cccc1,CCOc1c(CC(NCc2cccc(CC([Hg])=O)c2)=O)cccc1
[O-][N+](c(cccc1)c1OCC([Hg])=O)=O,CC(C([Hg])=O)NC(COc(cccc1)c1[N+]([O-])=O)=O,CCN(CCC([Hg])=O)C(COc(cccc1)c1[N+]([O-])=O)=O,[O-][N+](c(cccc1)c1OCC(NC1(COC1)C([Hg])=O)=O)=O,[O-][N+](c(cccc1)c1OCC(N(CCC1)C1C([Hg])=O)=O)=O,[O-][N+](c(cccc1)c1OCC(N(CC1)CCC1C([Hg])=O)=O)=O,CN(CC1)CC(C([Hg])=O)N1C(COc(cccc1)c1[N+]([O-])=O)=O,[O-][N+](c(cccc1)c1OCC(N(CC([Hg])=O)c1ccc[o]1)=O)=O,[O-][N+](c(cccc1)c1OCC(Nc(cc1)ccc1C([Hg])=O)=O)=O,[O-][N+](c(cccc1)c1OCC(NC(Cc1ccccc1)C([Hg])=O)=O)=O,[O-][N+](c(cccc1)c1OCC(NCc1cccc(CC([Hg])=O)c1)=O)=O
O=C(Cc1c[nH]c2c1cccc2)[Hg],CC(C([Hg])=O)NC(Cc1c[nH]c2c1cccc2)=O,CCN(CCC([Hg])=O)C(Cc1c[nH]c2c1cccc2)=O,O=C(Cc1c[nH]c2c1cccc2)NC1(COC1)C([Hg])=O,O=C(Cc1c[nH]c2c1cccc2)N(CCC1)C1C([Hg])=O,O=C(Cc1c[nH]c2c1cccc2)N(CC1)CCC1C([Hg])=O,CN(CC1)CC(C([Hg])=O)N1C(Cc1c[nH]c2c1cccc2)=O,O=C(Cc1c[nH]c2c1cccc2)N(CC([Hg])=O)c1ccc[o]1,O=C(Cc1c[nH]c2c1cccc2)Nc(cc1)ccc1C([Hg])=O,O=C(Cc1c[nH]c2c1cccc2)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1c[nH]c2c1cccc2)NCc1cccc(CC([Hg])=O)c1
Cc1c(CC([Hg])=O)c(cccc2)c2[nH]1,CC(C([Hg])=O)NC(Cc1c(C)[nH]c2c1cccc2)=O,CCN(CCC([Hg])=O)C(Cc1c(C)[nH]c2c1cccc2)=O,Cc1c(CC(NC2(COC2)C([Hg])=O)=O)c(cccc2)c2[nH]1,Cc1c(CC(N(CCC2)C2C([Hg])=O)=O)c(cccc2)c2[nH]1,Cc1c(CC(N(CC2)CCC2C([Hg])=O)=O)c(cccc2)c2[nH]1,Cc1c(CC(N(CCN(C)C2)C2C([Hg])=O)=O)c(cccc2)c2[nH]1,Cc1c(CC(N(CC([Hg])=O)c2ccc[o]2)=O)c(cccc2)c2[nH]1,Cc1c(CC(Nc(cc2)ccc2C([Hg])=O)=O)c(cccc2)c2[nH]1,Cc1c(CC(NC(Cc2ccccc2)C([Hg])=O)=O)c(cccc2)c2[nH]1,Cc1c(CC(NCc2cccc(CC([Hg])=O)c2)=O)c(cccc2)c2[nH]1
C[n]1c(cccc2)c2c(CC([Hg])=O)c1,CC(C([Hg])=O)NC(Cc1c[n](C)c2c1cccc2)=O,CCN(CCC([Hg])=O)C(Cc1c[n](C)c2c1cccc2)=O,C[n]1c(cccc2)c2c(CC(NC2(COC2)C([Hg])=O)=O)c1,C[n]1c(cccc2)c2c(CC(N(CCC2)C2C([Hg])=O)=O)c1,C[n]1c(cccc2)c2c(CC(N(CC2)CCC2C([Hg])=O)=O)c1,C[n]1c(cccc2)c2c(CC(N(CCN(C)C2)C2C([Hg])=O)=O)c1,C[n]1c(cccc2)c2c(CC(N(CC([Hg])=O)c2ccc[o]2)=O)c1,C[n]1c(cccc2)c2c(CC(Nc(cc2)ccc2C([Hg])=O)=O)c1,C[n]1c(cccc2)c2c(CC(NC(Cc2ccccc2)C([Hg])=O)=O)c1,C[n]1c(cccc2)c2c(CC(NCc2cccc(CC([Hg])=O)c2)=O)c1
COc1c(CO)ccc(OCC([Hg])=O)c1,CC(C([Hg])=O)NC(COc1cc(OC)c(CO)cc1)=O,CCN(CCC([Hg])=O)C(COc1cc(OC)c(CO)cc1)=O,COc1c(CO)ccc(OCC(NC2(COC2)C([Hg])=O)=O)c1,COc1c(CO)ccc(OCC(N(CCC2)C2C([Hg])=O)=O)c1,COc1c(CO)ccc(OCC(N(CC2)CCC2C([Hg])=O)=O)c1,CN(CC1)CC(C([Hg])=O)N1C(COc1cc(OC)c(CO)cc1)=O,COc1c(CO)ccc(OCC(N(CC([Hg])=O)c2ccc[o]2)=O)c1,COc1c(CO)ccc(OCC(Nc(cc2)ccc2C([Hg])=O)=O)c1,COc1c(CO)ccc(OCC(NC(Cc2ccccc2)C([Hg])=O)=O)c1,COc1c(CO)ccc(OCC(NCc2cccc(CC([Hg])=O)c2)=O)c1
COc(ccc(CC([Hg])=O)c1)c1OC,CC(C([Hg])=O)NC(Cc(cc1)cc(OC)c1OC)=O,CCN(CCC([Hg])=O)C(Cc(cc1)cc(OC)c1OC)=O,COc(ccc(CC(NC1(COC1)C([Hg])=O)=O)c1)c1OC,COc(ccc(CC(N(CCC1)C1C([Hg])=O)=O)c1)c1OC,COc(ccc(CC(N(CC1)CCC1C([Hg])=O)=O)c1)c1OC,CN(CC1)CC(C([Hg])=O)N1C(Cc(cc1)cc(OC)c1OC)=O,COc(ccc(CC(N(CC([Hg])=O)c1ccc[o]1)=O)c1)c1OC,COc(ccc(CC(Nc(cc1)ccc1C([Hg])=O)=O)c1)c1OC,COc(ccc(CC(NC(Cc1ccccc1)C([Hg])=O)=O)c1)c1OC,COc(ccc(CC(NCc1cccc(CC([Hg])=O)c1)=O)c1)c1OC
