ID,ECFP_L1,ECFP_L2,COAF_L1,COAF_L2
10602,CC(N(CC(C1)NC(c(cc2)cnc2O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)cnc1O)=O)=O,CC(N(CC(C1)NC(c(cc2)cnc2O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)cnc1O)=O)[Hg])=O
10603,CC(N(CC(C1)NC(c2cnc(C)cc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1cnc(C)cc1)=O)=O,CC(N(CC(C1)NC(c2cnc(C)cc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1cnc(C)cc1)=O)[Hg])=O
10604,CC(N(CC(C1)NC(c2cccnc2SC)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1cccnc1SC)=O)=O,CC(N(CC(C1)NC(c(cccn2)c2SC)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cccn1)c1SC)=O)[Hg])=O
10605,CC(N(CC(C1)NC(c(cccn2)c2Oc2ccccc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cccn1)c1Oc1ccccc1)=O)=O,CC(N(CC(C1)NC(c(cccn2)c2Oc2ccccc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cccn1)c1Oc1ccccc1)=O)[Hg])=O
10606,CC(N(CC(C1)NC(c(cc2)ncc2Br)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)ncc1Br)=O)=O,CC(N(CC(C1)NC(c(cc2)ncc2Br)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)ncc1Br)=O)[Hg])=O
10607,CC(C)Oc(cc1)ccc1C(NC(CC1C(O)=O)CN1C(C)=O)=O,CC(C)Oc(cc1)ccc1C(NC(CC1)CN1C(C)=O)=O,CC(C)Oc(cc1)ccc1C(NC(CC1C([Hg])=O)CN1C(C)=O)=O,CC(C)Oc(cc1)ccc1C(N(C(CC1)CN1C(C)=O)[Hg])=O
10608,CC(N(CC(C1)NC(c2cccc3c2cccc3)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1cccc2c1cccc2)=O)=O,CC(N(CC(C1)NC(c2cccc3c2cccc3)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1cccc2c1cccc2)=O)[Hg])=O
10609,CC(N(CC(C1)NC(c(cc2)ccc2Oc2ccccc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)ccc1Oc1ccccc1)=O)=O,CC(N(CC(C1)NC(c(cc2)ccc2Oc2ccccc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)ccc1Oc1ccccc1)=O)[Hg])=O
10610,CC(N(CC(C1)NC(c(cc2)cc(O3)c2OC3(F)F)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)cc(O2)c1OC2(F)F)=O)=O,CC(N(CC(C1)NC(c(cc2)cc(O3)c2OC3(F)F)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)cc(O2)c1OC2(F)F)=O)[Hg])=O
10611,CC(N(CC(C1)NC(c(cc2)cc(cc3)c2cc3O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)cc(cc2)c1cc2O)=O)=O,CC(N(CC(C1)NC(c(cc2)cc(cc3)c2cc3O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)cc(cc2)c1cc2O)=O)[Hg])=O
10612,CC(N(CC(C1)NC(c(cc2)cc(OC)c2OC)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)cc(OC)c1OC)=O)=O,CC(N(CC(C1)NC(c(cc2)cc(OC)c2OC)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)cc(OC)c1OC)=O)[Hg])=O
10613,CC(N(CC(C1)NC(c2cc(OC)cc(OC)c2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1cc(OC)cc(OC)c1)=O)=O,CC(N(CC(C1)NC(c2cc(OC)cc(OC)c2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1cc(OC)cc(OC)c1)=O)[Hg])=O
10614,CC(N(CC(C1)NC(c2cc(OC)c(C)c(OC)c2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1cc(OC)c(C)c(OC)c1)=O)=O,CC(N(CC(C1)NC(c2cc(OC)c(C)c(OC)c2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1cc(OC)c(C)c(OC)c1)=O)[Hg])=O
10615,CC(N(CC(C1)NC(c(cc2OC)cc(OC)c2OC)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1OC)cc(OC)c1OC)=O)=O,CC(N(CC(C1)NC(c(cc2OC)cc(OC)c2OC)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1OC)cc(OC)c1OC)=O)[Hg])=O
10616,CC(N(CC(C1)NC(c(cc2)cc(F)c2F)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)cc(F)c1F)=O)=O,CC(N(CC(C1)NC(c(cc2)cc(F)c2F)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)cc(F)c1F)=O)[Hg])=O
10617,CC(N(CC(C1)NC(c(cc2)ccc2Cl)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)ccc1Cl)=O)=O,CC(N(CC(C1)NC(c(cc2)ccc2Cl)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)ccc1Cl)=O)[Hg])=O
10618,CC(N(CC(C1)NC(c2cccc(Cl)c2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1cccc(Cl)c1)=O)=O,CC(N(CC(C1)NC(c2cc(Cl)ccc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1cc(Cl)ccc1)=O)[Hg])=O
10619,CC(N(CC(C1)NC(c2cc(C)cc(C)c2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1cc(C)cc(C)c1)=O)=O,CC(N(CC(C1)NC(c2cc(C)cc(C)c2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1cc(C)cc(C)c1)=O)[Hg])=O
10620,CC(N(CC(C1)NC(c2cc(cccc3)c3cc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1cc(cccc2)c2cc1)=O)=O,CC(N(CC(C1)NC(c2cc(cccc3)c3cc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1cc(cccc2)c2cc1)=O)[Hg])=O
10621,CC(N(CC(C1)NC(c(cc2)cc(cc3)c2cc3OC)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)cc(cc2)c1cc2OC)=O)=O,CC(N(CC(C1)NC(c(cc2)cc(cc3)c2cc3OC)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)cc(cc2)c1cc2OC)=O)[Hg])=O
10622,CC(N(CC(C1)NC(c(cc2)ccc2NC(N)=N)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)ccc1NC(N)=N)=O)=O,CC(N(CC(C1)NC(c(cc2)ccc2NC(N)=N)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)ccc1NC(N)=N)=O)[Hg])=O
10623,CC(N(CC(C1)NC(C[n]2c(cccc3)c3nc2C)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(C[n]1c(cccc2)c2nc1C)=O)=O,CC(N(CC(C1)NC(C[n]2c(cccc3)c3nc2C)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(C[n]1c(cccc2)c2nc1C)=O)[Hg])=O
10624,CC(N(CC(C1)NC(c2nccnc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1nccnc1)=O)=O,CC(N(CC(C1)NC(c2nccnc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1nccnc1)=O)[Hg])=O
10625,CC(N(CC(C1)NC(c2cncnc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1cncnc1)=O)=O,CC(N(CC(C1)NC(c2cncnc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1cncnc1)=O)[Hg])=O
10626,CC(N(CC(C1)NC(c2ncc[nH]2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1ncc[nH]1)=O)=O,CC(N(CC(C1)NC(c2ncc[nH]2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1ncc[nH]1)=O)[Hg])=O
10627,CCC(c(c(O1)c2)cc(Cl)c2OCC(NC(CC2C(O)=O)CN2C(C)=O)=O)=CC1=O,CCC(c(c(O1)c2)cc(Cl)c2OCC(NC(CC2)CN2C(C)=O)=O)=CC1=O,CCC(c(c(O1)c2)cc(Cl)c2OCC(NC(CC2C([Hg])=O)CN2C(C)=O)=O)=CC1=O,CCC(c(c(O1)c2)cc(Cl)c2OCC(N(C(CC2)CN2C(C)=O)[Hg])=O)=CC1=O
10628,CC(N(CC(C1)NC(c2cc(-[n]3nccc3)ccc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1cc(-[n]2nccc2)ccc1)=O)=O,CC(N(CC(C1)NC(c2cc(-[n]3nccc3)ccc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1cc(-[n]2nccc2)ccc1)=O)[Hg])=O
10629,CC(N(CC(C1)NC(c2cc(C[n]3nccc3)ccc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1cc(C[n]2nccc2)ccc1)=O)=O,CC(N(CC(C1)NC(c2cc(C[n]3nccc3)ccc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1cc(C[n]2nccc2)ccc1)=O)[Hg])=O
10630,CC(N(CC(C1)NC(c2cc(C)n[nH]2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1cc(C)n[nH]1)=O)=O,CC(N(CC(C1)NC(c2cc(C)n[nH]2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1cc(C)n[nH]1)=O)[Hg])=O
10631,CC(N(CC(C1)NC(c2ccc[s]2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1ccc[s]1)=O)=O,CC(N(CC(C1)NC(c2ccc[s]2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1ccc[s]1)=O)[Hg])=O
10632,CC[n]1nc(C)cc1C(NC(CC1C(O)=O)CN1C(C)=O)=O,CC[n]1nc(C)cc1C(NC(CC1)CN1C(C)=O)=O,CC[n]1nc(C)cc1C(NC(CC1C([Hg])=O)CN1C(C)=O)=O,CC[n]1nc(C)cc1C(N(C(CC1)CN1C(C)=O)[Hg])=O
10633,CC(N(CC(C1)NC(c2ccn[nH]2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1ccn[nH]1)=O)=O,CC(N(CC(C1)NC(c2ccn[nH]2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1ccn[nH]1)=O)[Hg])=O
10634,CC(N(CC(C1)NC(c(ccc(C)n2)c2O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(ccc(C)n1)c1O)=O)=O,CC(N(CC(C1)NC(c(ccc(C)n2)c2O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(ccc(C)n1)c1O)=O)[Hg])=O
10635,CC(N(CC(C1)NC(c(ccc(OC)c2OC)c2OC)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(ccc(OC)c1OC)c1OC)=O)=O,CC(N(CC(C1)NC(c(ccc(OC)c2OC)c2OC)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(ccc(OC)c1OC)c1OC)=O)[Hg])=O
10636,CC(N(CC(C1)NC(c2cc(-c3ccc(C)[o]3)n[nH]2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1cc(-c2ccc(C)[o]2)n[nH]1)=O)=O,CC(N(CC(C1)NC(c2cc(-c3ccc(C)[o]3)n[nH]2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1cc(-c2ccc(C)[o]2)n[nH]1)=O)[Hg])=O
10637,CC(N(CC(C1)NC(c2c(C)c(C(N(C)C=N3)=O)c3[s]2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1c(C)c(C(N(C)C=N2)=O)c2[s]1)=O)=O,CC(N(CC(C1)NC(c2c(C)c(C(N(C)C=N3)=O)c3[s]2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1c(C)c(C(N(C)C=N2)=O)c2[s]1)=O)[Hg])=O
10638,CC(N(CC(C1)NC([C@@H]([C@H]2C(N(Cc3ncccc3)C3)=O)[C@H]4O[C@]23C=C4)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC([C@@H]([C@H]1C(N(Cc2ncccc2)C2)=O)[C@H]3O[C@]12C=C3)=O)=O,CC(N(CC(C1)NC([C@@H]([C@H]2C(N(Cc3ncccc3)C3)=O)[C@H]4O[C@]23C=C4)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C([C@@H]([C@H]1C(N(Cc2ncccc2)C2)=O)[C@H]3O[C@]12C=C3)=O)[Hg])=O
10639,CC(N(CC(C1)NC(C(C[C@@H](C2)C3)(C[C@H]2C2)CC32O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(C(C[C@@H](C1)C2)(C[C@H]1C1)CC21O)=O)=O,CC(N(CC(C1)NC(C(C[C@@H](C2)C3)(C[C@H]2C2)CC32O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(C(C[C@@H](C1)C2)(C[C@H]1C1)CC21O)=O)[Hg])=O
10640,CC(N(CC(C1)NC(C2=CN=C3SC=CN3C2=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(C1=CN=C2SC=CN2C1=O)=O)=O,CC(N(CC(C1)NC(C2=CN=C3SC=CN3C2=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(C1=CN=C2SC=CN2C1=O)=O)[Hg])=O
10641,CCN(Cc1cccc(C(NC(CC2C(O)=O)CN2C(C)=O)=O)c11)C1=O,CCN(Cc1cccc(C(NC(CC2)CN2C(C)=O)=O)c11)C1=O,CCN(Cc1cccc(C(NC(CC2C([Hg])=O)CN2C(C)=O)=O)c11)C1=O,CCN(Cc1cccc(C(N(C(CC2)CN2C(C)=O)[Hg])=O)c11)C1=O
10642,CC(N(CC(C1)NC(C2CC=CCC2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(C1CC=CCC1)=O)=O,CC(N(CC(C1)NC(C2CC=CCC2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(C1CC=CCC1)=O)[Hg])=O
10643,CC(N(CC(C1)NC(c2c(C)[n]3nc(C)cc3nc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1c(C)[n]2nc(C)cc2nc1)=O)=O,CC(N(CC(C1)NC(c2c(C)[n]3nc(C)cc3nc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1c(C)[n]2nc(C)cc2nc1)=O)[Hg])=O
10644,CC(N(CC(C1)NC(c2c(C)[o]nc2C)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1c(C)[o]nc1C)=O)=O,CC(N(CC(C1)NC(c2c(C)[o]nc2C)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1c(C)[o]nc1C)=O)[Hg])=O
10645,CC(N(CC(C1)NC(c2ccc(Oc3cnccc3)[o]2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1ccc(Oc2cnccc2)[o]1)=O)=O,CC(N(CC(C1)NC(c2ccc(Oc3cnccc3)[o]2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1ccc(Oc2cnccc2)[o]1)=O)[Hg])=O
10646,CC(N(CC(C1)NC(c2cc(C#C)ccc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1cc(C#C)ccc1)=O)=O,CC(N(CC(C1)NC(c2cc(C#C)ccc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1cc(C#C)ccc1)=O)[Hg])=O
10647,CC(N(CC(C1)NC(c(cc2)ccc2S(C)(=O)=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)ccc1S(C)(=O)=O)=O)=O,CC(N(CC(C1)NC(c(cc2)ccc2S(C)(=O)=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)ccc1S(C)(=O)=O)=O)[Hg])=O
10648,CC(N(CC(C1)NC(c2ccccc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1ccccc1)=O)=O,CC(N(CC(C1)NC(c2ccccc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1ccccc1)=O)[Hg])=O
10649,CC(C)(C)C(NC(CC1C(O)=O)CN1C(C)=O)=O,CC(C)(C)C(NC(CC1)CN1C(C)=O)=O,CC(C)(C)C(NC(CC1C([Hg])=O)CN1C(C)=O)=O,CC(C)(C)C(N(C(CC1)CN1C(C)=O)[Hg])=O
10650,CC(N(CC(C1)NC(C2(CCC2)c2ccccc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(C1(CCC1)c1ccccc1)=O)=O,CC(N(CC(C1)NC(C2(CCC2)c2ccccc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(C1(CCC1)c1ccccc1)=O)[Hg])=O
10651,CC1(CC1)C(NC(CC1C(O)=O)CN1C(C)=O)=O,CC1(CC1)C(NC(CC1)CN1C(C)=O)=O,CC1(CC1)C(NC(CC1C([Hg])=O)CN1C(C)=O)=O,CC1(CC1)C(N(C(CC1)CN1C(C)=O)[Hg])=O
10652,CC(N(CC(C1)NC(c2ccc(C)cc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1ccc(C)cc1)=O)=O,CC(N(CC(C1)NC(c2ccc(C)cc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1ccc(C)cc1)=O)[Hg])=O
10653,CC(N(CC(C1)NC(c2cc(C)ccc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1cc(C)ccc1)=O)=O,CC(N(CC(C1)NC(c2cc(C)ccc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1cc(C)ccc1)=O)[Hg])=O
10654,CC(N(CC(C1)NC(c2c(C)cccc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1c(C)cccc1)=O)=O,CC(N(CC(C1)NC(c2c(C)cccc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1c(C)cccc1)=O)[Hg])=O
10655,CC(N(CC(C1)NC(c(cc2)ccc2OC)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)ccc1OC)=O)=O,CC(N(CC(C1)NC(c(cc2)ccc2OC)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)ccc1OC)=O)[Hg])=O
10656,CC(N(CC(C1)NC(C2CCCCC2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(C1CCCCC1)=O)=O,CC(N(CC(C1)NC(C2CCCCC2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(C1CCCCC1)=O)[Hg])=O
10657,CC(C)C(C(NC(CC1C(O)=O)CN1C(C)=O)=O)O,CC(C)C(C(NC(CC1)CN1C(C)=O)=O)O,CC(C)C(C(NC(CC1C([Hg])=O)CN1C(C)=O)=O)O,CC(C)C(C(N(C(CC1)CN1C(C)=O)[Hg])=O)O
10658,CC(c(cc1)ccc1C(NC(CC1C(O)=O)CN1C(C)=O)=O)=O,CC(c(cc1)ccc1C(NC(CC1)CN1C(C)=O)=O)=O,CC(c(cc1)ccc1C(NC(CC1C([Hg])=O)CN1C(C)=O)=O)=O,CC(c(cc1)ccc1C(N(C(CC1)CN1C(C)=O)[Hg])=O)=O
10659,CC(N(CC(C1)NC(CCC(c(cc2)cc(OC)c2OC)=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(CCC(c(cc1)cc(OC)c1OC)=O)=O)=O,CC(N(CC(C1)NC(CCC(c(cc2)cc(OC)c2OC)=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(CCC(c(cc1)cc(OC)c1OC)=O)=O)[Hg])=O
10660,CC(N(CC(C1)NC(CCN2CCCCC2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(CCN1CCCCC1)=O)=O,CC(N(CC(C1)NC(CCN2CCCCC2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(CCN1CCCCC1)=O)[Hg])=O
10661,CC(N(CCC1)[C@@H]1C(NC(CC1C(O)=O)CN1C(C)=O)=O)=O,CC(N(CC1)CC1NC([C@H](CCC1)N1C(C)=O)=O)=O,CC(N(CCC1)[C@@H]1C(NC(CC1C([Hg])=O)CN1C(C)=O)=O)=O,CC(N(CC1)CC1N(C([C@H](CCC1)N1C(C)=O)=O)[Hg])=O
10662,CC(N(CC(C1)NC([C@H](C[C@H](C2)O)N2C(C)=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC([C@H](C[C@H](C1)O)N1C(C)=O)=O)=O,CC(N(CC(C1)NC([C@H](C[C@H](C2)O)N2C(C)=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C([C@H](C[C@H](C1)O)N1C(C)=O)=O)[Hg])=O
10663,CC(C)(C(NC(CC1C(O)=O)CN1C(C)=O)=O)O,CC(C)(C(NC(CC1)CN1C(C)=O)=O)O,CC(C)(C(NC(CC1C([Hg])=O)CN1C(C)=O)=O)O,CC(C)(C(N(C(CC1)CN1C(C)=O)[Hg])=O)O
10664,CC(N(CC(C1)NC(c(cc2)ccc2I)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)ccc1I)=O)=O,CC(N(CC(C1)NC(c(cc2)ccc2I)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)ccc1I)=O)[Hg])=O
10665,CC(N(CC(C1)NC(Cc2cccc([N+]([O-])=O)c2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(Cc1cccc([N+]([O-])=O)c1)=O)=O,CC(N(CC(C1)NC(Cc2cc([N+]([O-])=O)ccc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(Cc1cc([N+]([O-])=O)ccc1)=O)[Hg])=O
10666,CC(N(CC(C1)NC(Cc2cnc(N)[s]2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(Cc1cnc(N)[s]1)=O)=O,CC(N(CC(C1)NC(Cc2cnc(N)[s]2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(Cc1cnc(N)[s]1)=O)[Hg])=O
10667,CC(N(CC(C1)NC(CN(C=C2)c(cccc3)c3C2=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(CN(C=C1)c(cccc2)c2C1=O)=O)=O,CC(N(CC(C1)NC(CN(C=C2)c(cccc3)c3C2=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(CN(C=C1)c(cccc2)c2C1=O)=O)[Hg])=O
10668,CC(N(CC(C1)NC(CN(CCC(N2)=O)C2=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(CN(CCC(N1)=O)C1=O)=O)=O,CC(N(CC(C1)NC(CN(CCC(N2)=O)C2=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(CN(CCC(N1)=O)C1=O)=O)[Hg])=O
10669,CC(N(CC(C1)NC(c(cc(CC(N2)=O)c2c2)c2Cl)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc(CC(N1)=O)c1c1)c1Cl)=O)=O,CC(N(CC(C1)NC(c(cc(CC(N2)=O)c2c2)c2Cl)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc(CC(N1)=O)c1c1)c1Cl)=O)[Hg])=O
10670,CC(N(CC(C1)NC(C(C(N2C)=O)=CNC2=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(C(C(N1C)=O)=CNC1=O)=O)=O,CC(N(CC(C1)NC(C(C(N2C)=O)=CNC2=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(C(C(N1C)=O)=CNC1=O)=O)[Hg])=O
10671,CC(N(CC(C1)NC(CN(C=Nc2c3cccc2)C3=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(CN(C=Nc1c2cccc1)C2=O)=O)=O,CC(N(CC(C1)NC(CN(C=Nc2c3cccc2)C3=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(CN(C=Nc1c2cccc1)C2=O)=O)[Hg])=O
10672,CC(N(CC(C1)NC(CCN(C(C2(CCCCC2)N2)=O)C2=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(CCN(C(C1(CCCCC1)N1)=O)C1=O)=O)=O,CC(N(CC(C1)NC(CCN(C(C2(CCCCC2)N2)=O)C2=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(CCN(C(C1(CCCCC1)N1)=O)C1=O)=O)[Hg])=O
10673,CCCCN(c1c(C(N2)=O)[n](CC(C)C)c(CCC(NC(CC3C(O)=O)CN3C(C)=O)=O)n1)C2=O,CCCCN(c1c(C(N2)=O)[n](CC(C)C)c(CCC(NC(CC3)CN3C(C)=O)=O)n1)C2=O,CCCCN(c1c(C(N2)=O)[n](CC(C)C)c(CCC(NC(CC3C([Hg])=O)CN3C(C)=O)=O)n1)C2=O,CCCCN(c1c(C(N2)=O)[n](CC(C)C)c(CCC(N(C(CC3)CN3C(C)=O)[Hg])=O)n1)C2=O
10674,CC(N(CC(C1)NC(CCc2nc(-c3ccccc3)c(-c3ccccc3)[o]2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(CCc1nc(-c2ccccc2)c(-c2ccccc2)[o]1)=O)=O,CC(N(CC(C1)NC(CCc2nc(-c3ccccc3)c(-c3ccccc3)[o]2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(CCc1nc(-c2ccccc2)c(-c2ccccc2)[o]1)=O)[Hg])=O
10675,CC(N(CC(C1)NC(Cc(c(C)c23)c(C)nc2N(C)NC3=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(Cc(c(C)c12)c(C)nc1N(C)NC2=O)=O)=O,CC(N(CC(C1)NC(Cc(c(C)c23)c(C)nc2N(C)NC3=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(Cc(c(C)c12)c(C)nc1N(C)NC2=O)=O)[Hg])=O
10676,CC(N(CC(C1)NC(CCC(N(C2)c(cccc3)c3NC2=O)=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(CCC(N(C1)c(cccc2)c2NC1=O)=O)=O)=O,CC(N(CC(C1)NC(CCC(N(C2)c(cccc3)c3NC2=O)=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(CCC(N(C1)c(cccc2)c2NC1=O)=O)=O)[Hg])=O
10677,CC(N(CC(C1)NC(c2cccc(CN(C(CN3)=O)C3=O)c2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1cccc(CN(C(CN2)=O)C2=O)c1)=O)=O,CC(N(CC(C1)NC(c2cc(CN(C(CN3)=O)C3=O)ccc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1cc(CN(C(CN2)=O)C2=O)ccc1)=O)[Hg])=O
