ID,ECFP_L1,ECFP_L2,COAF_L1,COAF_L2
89,OC(C(Cc1ccccc1)NC(Cc1cccc(F)c1)=O)=O,O=C(Cc1cccc(F)c1)NCCc1ccccc1,O=C(Cc1cc(F)ccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1cc(F)ccc1)N(CCc1ccccc1)[Hg]
90,OC(C(Cc1ccccc1)NC(Cc1cc(F)cc(F)c1)=O)=O,O=C(Cc1cc(F)cc(F)c1)NCCc1ccccc1,O=C(Cc1cc(F)cc(F)c1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1cc(F)cc(F)c1)N(CCc1ccccc1)[Hg]
91,OC(C(Cc1ccccc1)NC(Cc(ccc(F)c1)c1F)=O)=O,O=C(Cc(ccc(F)c1)c1F)NCCc1ccccc1,O=C(Cc(ccc(F)c1)c1F)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(ccc(F)c1)c1F)N(CCc1ccccc1)[Hg]
92,OC(C(Cc1ccccc1)NC(COc(ccc(Cl)c1)c1Cl)=O)=O,O=C(COc(ccc(Cl)c1)c1Cl)NCCc1ccccc1,O=C(COc(ccc(Cl)c1)c1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(COc(ccc(Cl)c1)c1Cl)N(CCc1ccccc1)[Hg]
93,OC(C(Cc1ccccc1)NC(Cc1cccc(OC(F)(F)F)c1)=O)=O,O=C(Cc1cccc(OC(F)(F)F)c1)NCCc1ccccc1,O=C(Cc1cc(OC(F)(F)F)ccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1cc(OC(F)(F)F)ccc1)N(CCc1ccccc1)[Hg]
94,COc(c(OC)c1)cc(CC(NC(Cc2ccccc2)C(O)=O)=O)c1Br,COc(c(OC)c1)cc(CC(NCCc2ccccc2)=O)c1Br,COc(c(OC)c1)cc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)c1Br,COc(c(OC)c1)cc(CC(N(CCc2ccccc2)[Hg])=O)c1Br
95,Cc1c(CC(NC(Cc2ccccc2)C(O)=O)=O)c(cc(cc2)OC)c2[nH]1,Cc1c(CC(NCCc2ccccc2)=O)c(cc(cc2)OC)c2[nH]1,Cc1c(CC(NC(Cc2ccccc2)C([Hg])=O)=O)c(cc(cc2)OC)c2[nH]1,Cc1c(CC(N(CCc2ccccc2)[Hg])=O)c(cc(cc2)OC)c2[nH]1
96,CC(CCC(NC(Cc1ccccc1)C(O)=O)=O)(c(cc1)ccc1O)c(cc1)ccc1O,CC(CCC(NCCc1ccccc1)=O)(c(cc1)ccc1O)c(cc1)ccc1O,CC(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)(c(cc1)ccc1O)c(cc1)ccc1O,CC(CCC(N(CCc1ccccc1)[Hg])=O)(c(cc1)ccc1O)c(cc1)ccc1O
97,OC(C(Cc1ccccc1)NC(Cc(cc(cc1)Br)c1F)=O)=O,O=C(Cc(cc(cc1)Br)c1F)NCCc1ccccc1,O=C(Cc(cc(cc1)Br)c1F)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cc(cc1)Br)c1F)N(CCc1ccccc1)[Hg]
98,[O-][N+](c(cc1)cc(CC(NC(Cc2ccccc2)C(O)=O)=O)c1F)=O,[O-][N+](c(cc1)cc(CC(NCCc2ccccc2)=O)c1F)=O,[O-][N+](c(cc1)cc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)c1F)=O,[O-][N+](c(cc1)cc(CC(N(CCc2ccccc2)[Hg])=O)c1F)=O
99,CS(c1ccc(CC(NC(Cc2ccccc2)C(O)=O)=O)cc1)(=O)=O,CS(c1ccc(CC(NCCc2ccccc2)=O)cc1)(=O)=O,CS(c1ccc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1)(=O)=O,CS(c1ccc(CC(N(CCc2ccccc2)[Hg])=O)cc1)(=O)=O
100,OC(C(Cc1ccccc1)NC(Cc1c[nH]cn1)=O)=O,O=C(Cc1c[nH]cn1)NCCc1ccccc1,O=C(Cc1c[nH]cn1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1c[nH]cn1)N(CCc1ccccc1)[Hg]
101,COc(ccc(CC(NC(Cc1ccccc1)C(O)=O)=O)c1)c1O,COc(ccc(CC(NCCc1ccccc1)=O)c1)c1O,COc(ccc(CC(NC(Cc1ccccc1)C([Hg])=O)=O)c1)c1O,COc(ccc(CC(N(CCc1ccccc1)[Hg])=O)c1)c1O
102,CN(c1c(C(N2C)=O)[n](CC(NC(Cc3ccccc3)C(O)=O)=O)cn1)C2=O,CN(c1c(C(N2C)=O)[n](CC(NCCc3ccccc3)=O)cn1)C2=O,CN(c1c(C(N2C)=O)[n](CC(NC(Cc3ccccc3)C([Hg])=O)=O)cn1)C2=O,CN(c1c(C(N2C)=O)[n](CC(N(CCc3ccccc3)[Hg])=O)cn1)C2=O
103,OC(C(Cc1ccccc1)NC(CC1c(cccc2)c2-c2c1cccc2)=O)=O,O=C(CC1c(cccc2)c2-c2c1cccc2)NCCc1ccccc1,O=C(CC1c(cccc2)c2-c2c1cccc2)NC(Cc1ccccc1)C([Hg])=O,O=C(CC1c(cccc2)c2-c2c1cccc2)N(CCc1ccccc1)[Hg]
104,OC(C(Cc1ccccc1)NC(Cc(cccc1)c1Oc1ccccc1)=O)=O,O=C(Cc(cccc1)c1Oc1ccccc1)NCCc1ccccc1,O=C(Cc(cccc1)c1Oc1ccccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cccc1)c1Oc1ccccc1)N(CCc1ccccc1)[Hg]
105,OC(C(Cc1ccccc1)NC(COc1cccc(Cl)c1Cl)=O)=O,O=C(COc1cccc(Cl)c1Cl)NCCc1ccccc1,O=C(COc(cccc1Cl)c1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(COc(cccc1Cl)c1Cl)N(CCc1ccccc1)[Hg]
106,OC(C(Cc1ccccc1)NC(Cc(cccc1)c1F)=O)=O,O=C(Cc(cccc1)c1F)NCCc1ccccc1,O=C(Cc(cccc1)c1F)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cccc1)c1F)N(CCc1ccccc1)[Hg]
107,OC(C(Cc1ccccc1)NC(Cc1cccc(F)c1F)=O)=O,O=C(Cc1cccc(F)c1F)NCCc1ccccc1,O=C(Cc(cccc1F)c1F)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cccc1F)c1F)N(CCc1ccccc1)[Hg]
108,CC(NC(Cc1ccccc1)C(O)=O)=O,CC(NCCc1ccccc1)=O,CC(NC(Cc1ccccc1)C([Hg])=O)=O,CC(N(CCc1ccccc1)[Hg])=O
109,NC(NCCC(NC(Cc1ccccc1)C(O)=O)=O)=O,NC(NCCC(NCCc1ccccc1)=O)=O,NC(NCCC(NC(Cc1ccccc1)C([Hg])=O)=O)=O,NC(NCCC(N(CCc1ccccc1)[Hg])=O)=O
110,OC(C(Cc1ccccc1)NC(CCCc(cc1)cc2c1OCCO2)=O)=O,O=C(CCCc(cc1)cc2c1OCCO2)NCCc1ccccc1,O=C(CCCc(cc1)cc2c1OCCO2)NC(Cc1ccccc1)C([Hg])=O,O=C(CCCc(cc1)cc2c1OCCO2)N(CCc1ccccc1)[Hg]
111,OC(C(Cc1ccccc1)NC(Cc1c[s]c2c1cccc2)=O)=O,O=C(Cc1c[s]c2c1cccc2)NCCc1ccccc1,O=C(Cc1c[s]c2c1cccc2)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1c[s]c2c1cccc2)N(CCc1ccccc1)[Hg]
112,Cc1c(CC(NC(Cc2ccccc2)C(O)=O)=O)nc(-c2ccccc2)[o]1,Cc1c(CC(NCCc2ccccc2)=O)nc(-c2ccccc2)[o]1,Cc1c(CC(NC(Cc2ccccc2)C([Hg])=O)=O)nc(-c2ccccc2)[o]1,Cc1c(CC(N(CCc2ccccc2)[Hg])=O)nc(-c2ccccc2)[o]1
113,OC(C(Cc1ccccc1)NC(COc(cc1)cc(O2)c1C=CC2=O)=O)=O,O=C(COc(cc1)cc(O2)c1C=CC2=O)NCCc1ccccc1,O=C(COc(cc1)cc(O2)c1C=CC2=O)NC(Cc1ccccc1)C([Hg])=O,O=C(COc(cc1)cc(O2)c1C=CC2=O)N(CCc1ccccc1)[Hg]
114,OC(C(Cc1ccccc1)NC(Cc1c[o]c2c1cccc2)=O)=O,O=C(Cc1c[o]c2c1cccc2)NCCc1ccccc1,O=C(Cc1c[o]c2c1cccc2)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1c[o]c2c1cccc2)N(CCc1ccccc1)[Hg]
115,COc1ccc(CC(NC(Cc2ccccc2)C(O)=O)=O)cc1,COc1ccc(CC(NCCc2ccccc2)=O)cc1,COc1ccc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1,COc1ccc(CC(N(CCc2ccccc2)[Hg])=O)cc1
116,CCOc1ccc(CC(NC(Cc2ccccc2)C(O)=O)=O)cc1,CCOc1ccc(CC(NCCc2ccccc2)=O)cc1,CCOc1ccc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1,CCOc1ccc(CC(N(CCc2ccccc2)[Hg])=O)cc1
117,COc1cccc(CC(NC(Cc2ccccc2)C(O)=O)=O)c1,COc1cccc(CC(NCCc2ccccc2)=O)c1,COc1cccc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)c1,COc1cccc(CC(N(CCc2ccccc2)[Hg])=O)c1
118,CCOc1c(CC(NC(Cc2ccccc2)C(O)=O)=O)cccc1,CCOc1c(CC(NCCc2ccccc2)=O)cccc1,CCOc1c(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cccc1,CCOc1c(CC(N(CCc2ccccc2)[Hg])=O)cccc1
119,[O-][N+](c(cccc1)c1OCC(NC(Cc1ccccc1)C(O)=O)=O)=O,[O-][N+](c(cccc1)c1OCC(NCCc1ccccc1)=O)=O,[O-][N+](c(cccc1)c1OCC(NC(Cc1ccccc1)C([Hg])=O)=O)=O,[O-][N+](c(cccc1)c1OCC(N(CCc1ccccc1)[Hg])=O)=O
120,OC(C(Cc1ccccc1)NC(Cc1c[nH]c2c1cccc2)=O)=O,O=C(Cc1c[nH]c2c1cccc2)NCCc1ccccc1,O=C(Cc1c[nH]c2c1cccc2)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1c[nH]c2c1cccc2)N(CCc1ccccc1)[Hg]
121,Cc1c(CC(NC(Cc2ccccc2)C(O)=O)=O)c(cccc2)c2[nH]1,Cc1c(CC(NCCc2ccccc2)=O)c(cccc2)c2[nH]1,Cc1c(CC(NC(Cc2ccccc2)C([Hg])=O)=O)c(cccc2)c2[nH]1,Cc1c(CC(N(CCc2ccccc2)[Hg])=O)c(cccc2)c2[nH]1
122,C[n]1c(cccc2)c2c(CC(NC(Cc2ccccc2)C(O)=O)=O)c1,C[n]1c(cccc2)c2c(CC(NCCc2ccccc2)=O)c1,C[n]1c(cccc2)c2c(CC(NC(Cc2ccccc2)C([Hg])=O)=O)c1,C[n]1c(cccc2)c2c(CC(N(CCc2ccccc2)[Hg])=O)c1
123,COc1c(CO)ccc(OCC(NC(Cc2ccccc2)C(O)=O)=O)c1,COc1c(CO)ccc(OCC(NCCc2ccccc2)=O)c1,COc1c(CO)ccc(OCC(NC(Cc2ccccc2)C([Hg])=O)=O)c1,COc1c(CO)ccc(OCC(N(CCc2ccccc2)[Hg])=O)c1
124,COc(ccc(CC(NC(Cc1ccccc1)C(O)=O)=O)c1)c1OC,COc(ccc(CC(NCCc1ccccc1)=O)c1)c1OC,COc(ccc(CC(NC(Cc1ccccc1)C([Hg])=O)=O)c1)c1OC,COc(ccc(CC(N(CCc1ccccc1)[Hg])=O)c1)c1OC
125,COc1cc(CC(NC(Cc2ccccc2)C(O)=O)=O)cc(OC)c1OC,COc1cc(CC(NCCc2ccccc2)=O)cc(OC)c1OC,COc1cc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cc(OC)c1OC,COc1cc(CC(N(CCc2ccccc2)[Hg])=O)cc(OC)c1OC
126,CCOc1ccc(CCC(NC(Cc2ccccc2)C(O)=O)=O)cc1,CCOc1ccc(CCC(NCCc2ccccc2)=O)cc1,CCOc1ccc(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1,CCOc1ccc(CCC(N(CCc2ccccc2)[Hg])=O)cc1
127,OC(C(Cc1ccccc1)NC(CCc(cc1)cc2c1OCO2)=O)=O,O=C(CCc(cc1)cc2c1OCO2)NCCc1ccccc1,O=C(CCc(cc1)cc2c1OCO2)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc(cc1)cc2c1OCO2)N(CCc1ccccc1)[Hg]
128,COc1cc(CC(NC(Cc2ccccc2)C(O)=O)=O)cc(OC)c1,COc1cc(CC(NCCc2ccccc2)=O)cc(OC)c1,COc1cc(CC(NC(Cc2ccccc2)C([Hg])=O)=O)cc(OC)c1,COc1cc(CC(N(CCc2ccccc2)[Hg])=O)cc(OC)c1
129,OC(C(Cc1ccccc1)NC(CCc1nc(-c(cccc2)c2F)n[o]1)=O)=O,O=C(CCc1nc(-c(cccc2)c2F)n[o]1)NCCc1ccccc1,O=C(CCc1nc(-c(cccc2)c2F)n[o]1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1nc(-c(cccc2)c2F)n[o]1)N(CCc1ccccc1)[Hg]
130,Cc(cc1)ccc1C(CCC(NC(Cc1ccccc1)C(O)=O)=O)=O,Cc(cc1)ccc1C(CCC(NCCc1ccccc1)=O)=O,Cc(cc1)ccc1C(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)=O,Cc(cc1)ccc1C(CCC(N(CCc1ccccc1)[Hg])=O)=O
131,OC(C(Cc1ccccc1)NC(CCC(c1ccccc1)=O)=O)=O,O=C(CCC(NCCc1ccccc1)=O)c1ccccc1,O=C(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)c1ccccc1,O=C(CCC(N(CCc1ccccc1)[Hg])=O)c1ccccc1
132,Cc1ccc(CCC(NC(Cc2ccccc2)C(O)=O)=O)cc1,Cc1ccc(CCC(NCCc2ccccc2)=O)cc1,Cc1ccc(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1,Cc1ccc(CCC(N(CCc2ccccc2)[Hg])=O)cc1
133,COc1c(CCC(NC(Cc2ccccc2)C(O)=O)=O)cccc1,COc1c(CCC(NCCc2ccccc2)=O)cccc1,COc1c(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)cccc1,COc1c(CCC(N(CCc2ccccc2)[Hg])=O)cccc1
134,Cc1c(CCC(NC(Cc2ccccc2)C(O)=O)=O)cccc1,Cc1c(CCC(NCCc2ccccc2)=O)cccc1,Cc1c(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)cccc1,Cc1c(CCC(N(CCc2ccccc2)[Hg])=O)cccc1
135,COc1ccc(CCC(NC(Cc2ccccc2)C(O)=O)=O)cc1,COc1ccc(CCC(NCCc2ccccc2)=O)cc1,COc1ccc(CCC(NC(Cc2ccccc2)C([Hg])=O)=O)cc1,COc1ccc(CCC(N(CCc2ccccc2)[Hg])=O)cc1
136,Cc(cc(CC(NC(Cc1ccccc1)C(O)=O)=O)cc1)c1OC,Cc(cc(CC(NCCc1ccccc1)=O)cc1)c1OC,Cc(cc(CC(NC(Cc1ccccc1)C([Hg])=O)=O)cc1)c1OC,Cc(cc(CC(N(CCc1ccccc1)[Hg])=O)cc1)c1OC
137,CCOc(ccc(CC(NC(Cc1ccccc1)C(O)=O)=O)c1)c1OC,CCOc(ccc(CC(NCCc1ccccc1)=O)c1)c1OC,CCOc(ccc(CC(NC(Cc1ccccc1)C([Hg])=O)=O)c1)c1OC,CCOc(ccc(CC(N(CCc1ccccc1)[Hg])=O)c1)c1OC
138,OC(C(Cc1ccccc1)NC(CCc1ncc(-c2ccccc2)[o]1)=O)=O,O=C(CCc1ncc(-c2ccccc2)[o]1)NCCc1ccccc1,O=C(CCc1ncc(-c2ccccc2)[o]1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1ncc(-c2ccccc2)[o]1)N(CCc1ccccc1)[Hg]
139,OC(C(Cc1ccccc1)NC(CCc1nnc(-c2ccccc2)[o]1)=O)=O,O=C(CCc1nnc(-c2ccccc2)[o]1)NCCc1ccccc1,O=C(CCc1nnc(-c2ccccc2)[o]1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1nnc(-c2ccccc2)[o]1)N(CCc1ccccc1)[Hg]
140,OC(C(Cc1ccccc1)NC(CCc1ncc(-c(cc2)ccc2Cl)[o]1)=O)=O,O=C(CCc1ncc(-c(cc2)ccc2Cl)[o]1)NCCc1ccccc1,O=C(CCc1ncc(-c(cc2)ccc2Cl)[o]1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1ncc(-c(cc2)ccc2Cl)[o]1)N(CCc1ccccc1)[Hg]
141,OC(C(Cc1ccccc1)NC(CNC(c1ccc[o]1)=O)=O)=O,O=C(CNC(c1ccc[o]1)=O)NCCc1ccccc1,O=C(CNC(c1ccc[o]1)=O)NC(Cc1ccccc1)C([Hg])=O,O=C(CNC(c1ccc[o]1)=O)N(CCc1ccccc1)[Hg]
142,OC(C(Cc1ccccc1)NC(CNC(/C=C/c1ccc[o]1)=O)=O)=O,O=C(CNC(/C=C/c1ccc[o]1)=O)NCCc1ccccc1,O=C(CNC(/C=C/c1ccc[o]1)=O)NC(Cc1ccccc1)C([Hg])=O,O=C(CNC(/C=C/c1ccc[o]1)=O)N(CCc1ccccc1)[Hg]
143,OC(C(Cc1ccccc1)NC(Cc(cc1)ccc1OCc1ccccc1)=O)=O,O=C(Cc(cc1)ccc1OCc1ccccc1)NCCc1ccccc1,O=C(Cc(cc1)ccc1OCc1ccccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(cc1)ccc1OCc1ccccc1)N(CCc1ccccc1)[Hg]
144,Cc1cc(OC(C2=C3CCC2)=O)c3c(OCC(NC(Cc2ccccc2)C(O)=O)=O)c1,Cc1cc(OC(C2=C3CCC2)=O)c3c(OCC(NCCc2ccccc2)=O)c1,Cc1cc(OCC(NC(Cc2ccccc2)C([Hg])=O)=O)c(C(CCC2)=C2C(O2)=O)c2c1,Cc1cc(OCC(N(CCc2ccccc2)[Hg])=O)c(C(CCC2)=C2C(O2)=O)c2c1
145,OC(C(Cc1ccccc1)NC(Cc1cc(cccc2)c2cc1)=O)=O,O=C(Cc1cc(cccc2)c2cc1)NCCc1ccccc1,O=C(Cc1cc(cccc2)c2cc1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1cc(cccc2)c2cc1)N(CCc1ccccc1)[Hg]
146,OC(C(Cc1ccccc1)NC(COc1cc(cccc2)c2cc1)=O)=O,O=C(COc1cc(cccc2)c2cc1)NCCc1ccccc1,O=C(COc1cc(cccc2)c2cc1)NC(Cc1ccccc1)C([Hg])=O,O=C(COc1cc(cccc2)c2cc1)N(CCc1ccccc1)[Hg]
147,OC(C(Cc1ccccc1)NC(CCc1ccc[s]1)=O)=O,O=C(CCc1ccc[s]1)NCCc1ccccc1,O=C(CCc1ccc[s]1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1ccc[s]1)N(CCc1ccccc1)[Hg]
148,OC(C(Cc1ccccc1)NC(Cc1c[s]cc1)=O)=O,O=C(Cc1c[s]cc1)NCCc1ccccc1,O=C(Cc1c[s]cc1)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc1c[s]cc1)N(CCc1ccccc1)[Hg]
149,OC(C(Cc1ccccc1)NC(CCC(c1ccc[s]1)=O)=O)=O,O=C(CCC(NCCc1ccccc1)=O)c1ccc[s]1,O=C(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)c1ccc[s]1,O=C(CCC(N(CCc1ccccc1)[Hg])=O)c1ccc[s]1
150,COc(ccc(C(CCC(NC(Cc1ccccc1)C(O)=O)=O)=O)c1)c1F,COc(ccc(C(CCC(NCCc1ccccc1)=O)=O)c1)c1F,COc(ccc(C(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)=O)c1)c1F,COc(ccc(C(CCC(N(CCc1ccccc1)[Hg])=O)=O)c1)c1F
151,COc(cc1)ccc1C(CCC(NC(Cc1ccccc1)C(O)=O)=O)=O,COc(cc1)ccc1C(CCC(NCCc1ccccc1)=O)=O,COc(cc1)ccc1C(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)=O,COc(cc1)ccc1C(CCC(N(CCc1ccccc1)[Hg])=O)=O
152,COc(cc(CC(NC(Cc1ccccc1)C(O)=O)=O)cc1)c1F,COc(cc(CC(NCCc1ccccc1)=O)cc1)c1F,COc(cc(CC(NC(Cc1ccccc1)C([Hg])=O)=O)cc1)c1F,COc(cc(CC(N(CCc1ccccc1)[Hg])=O)cc1)c1F
153,OCc(cc1)ccc1OCCC(NC(Cc1ccccc1)C(O)=O)=O,OCc(cc1)ccc1OCCC(NCCc1ccccc1)=O,OCc(cc1)ccc1OCCC(NC(Cc1ccccc1)C([Hg])=O)=O,OCc(cc1)ccc1OCCC(N(CCc1ccccc1)[Hg])=O
154,OC(C(Cc1ccccc1)NC(CCc(cc1)ccc1F)=O)=O,O=C(CCc(cc1)ccc1F)NCCc1ccccc1,O=C(CCc(cc1)ccc1F)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc(cc1)ccc1F)N(CCc1ccccc1)[Hg]
155,OC(C(Cc1ccccc1)NC(COc(cc1)ccc1F)=O)=O,O=C(COc(cc1)ccc1F)NCCc1ccccc1,O=C(COc(cc1)ccc1F)NC(Cc1ccccc1)C([Hg])=O,O=C(COc(cc1)ccc1F)N(CCc1ccccc1)[Hg]
156,OC(C(Cc1ccccc1)NC(CCc(cc1)cc(F)c1F)=O)=O,O=C(CCc(cc1)cc(F)c1F)NCCc1ccccc1,O=C(CCc(cc1)cc(F)c1F)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc(cc1)cc(F)c1F)N(CCc1ccccc1)[Hg]
157,OC(C(Cc1ccccc1)NC(CCc1c(C(F)(F)F)cccc1)=O)=O,O=C(CCc1c(C(F)(F)F)cccc1)NCCc1ccccc1,O=C(CCc1c(C(F)(F)F)cccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1c(C(F)(F)F)cccc1)N(CCc1ccccc1)[Hg]
158,OC(C(Cc1ccccc1)NC(CCc(ccc(Cl)c1)c1Cl)=O)=O,O=C(CCc(ccc(Cl)c1)c1Cl)NCCc1ccccc1,O=C(CCc(ccc(Cl)c1)c1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc(ccc(Cl)c1)c1Cl)N(CCc1ccccc1)[Hg]
159,OC(C(Cc1ccccc1)NC(CCC(c(cc1)ccc1F)=O)=O)=O,O=C(CCC(NCCc1ccccc1)=O)c(cc1)ccc1F,O=C(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)c(cc1)ccc1F,O=C(CCC(N(CCc1ccccc1)[Hg])=O)c(cc1)ccc1F
160,OC(C(Cc1ccccc1)NC(CCC(c1cc(F)cc(F)c1)=O)=O)=O,O=C(CCC(NCCc1ccccc1)=O)c1cc(F)cc(F)c1,O=C(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)c1cc(F)cc(F)c1,O=C(CCC(N(CCc1ccccc1)[Hg])=O)c1cc(F)cc(F)c1
161,OC(C(Cc1ccccc1)NC(Cc(c(Cl)ccc1)c1Cl)=O)=O,O=C(Cc(c(Cl)ccc1)c1Cl)NCCc1ccccc1,O=C(Cc(c(Cl)ccc1)c1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(c(Cl)ccc1)c1Cl)N(CCc1ccccc1)[Hg]
162,OC(C(Cc1ccccc1)NC(Cc(ccc(Cl)c1)c1Cl)=O)=O,O=C(Cc(ccc(Cl)c1)c1Cl)NCCc1ccccc1,O=C(Cc(ccc(Cl)c1)c1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(ccc(Cl)c1)c1Cl)N(CCc1ccccc1)[Hg]
163,OC(C(Cc1ccccc1)NC(CCc1cccc(Cl)c1)=O)=O,O=C(CCc1cccc(Cl)c1)NCCc1ccccc1,O=C(CCc1cc(Cl)ccc1)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc1cc(Cl)ccc1)N(CCc1ccccc1)[Hg]
164,OC(C(Cc1ccccc1)NC(CCc(cc1)ccc1Cl)=O)=O,O=C(CCc(cc1)ccc1Cl)NCCc1ccccc1,O=C(CCc(cc1)ccc1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc(cc1)ccc1Cl)N(CCc1ccccc1)[Hg]
165,OC(C(Cc1ccccc1)NC(CCc(cc1)cc(Cl)c1Cl)=O)=O,O=C(CCc(cc1)cc(Cl)c1Cl)NCCc1ccccc1,O=C(CCc(cc1)cc(Cl)c1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(CCc(cc1)cc(Cl)c1Cl)N(CCc1ccccc1)[Hg]
166,OC(C(Cc1ccccc1)NC(CCC(c(cc1)ccc1Cl)=O)=O)=O,O=C(CCC(NCCc1ccccc1)=O)c(cc1)ccc1Cl,O=C(CCC(NC(Cc1ccccc1)C([Hg])=O)=O)c(cc1)ccc1Cl,O=C(CCC(N(CCc1ccccc1)[Hg])=O)c(cc1)ccc1Cl
167,Cc(cc(cc1)Cl)c1OCC(NC(Cc1ccccc1)C(O)=O)=O,Cc(cc(cc1)Cl)c1OCC(NCCc1ccccc1)=O,Cc(cc(cc1)Cl)c1OCC(NC(Cc1ccccc1)C([Hg])=O)=O,Cc(cc(cc1)Cl)c1OCC(N(CCc1ccccc1)[Hg])=O
168,OC(C(Cc1ccccc1)NC(COc(cc1)ccc1Cl)=O)=O,O=C(COc(cc1)ccc1Cl)NCCc1ccccc1,O=C(COc(cc1)ccc1Cl)NC(Cc1ccccc1)C([Hg])=O,O=C(COc(cc1)ccc1Cl)N(CCc1ccccc1)[Hg]
169,OC(C(Cc1ccccc1)NC(CC1C=CCC1)=O)=O,O=C(CC1C=CCC1)NCCc1ccccc1,O=C(CC1C=CCC1)NC(Cc1ccccc1)C([Hg])=O,O=C(CC1C=CCC1)N(CCc1ccccc1)[Hg]
170,OC(C(Cc1ccccc1)NC(CCN1c(cc(cc2)Cl)c2OCC1=O)=O)=O,O=C(CCN1c(cc(cc2)Cl)c2OCC1=O)NCCc1ccccc1,O=C(CCN1c(cc(cc2)Cl)c2OCC1=O)NC(Cc1ccccc1)C([Hg])=O,O=C(CCN1c(cc(cc2)Cl)c2OCC1=O)N(CCc1ccccc1)[Hg]
171,OC(C(Cc1ccccc1)NC(CCN1c(cccc2)c2OCC1=O)=O)=O,O=C(CCN1c(cccc2)c2OCC1=O)NCCc1ccccc1,O=C(CCN1c(cccc2)c2OCC1=O)NC(Cc1ccccc1)C([Hg])=O,O=C(CCN1c(cccc2)c2OCC1=O)N(CCc1ccccc1)[Hg]
172,C#CCCC(NC(Cc1ccccc1)C(O)=O)=O,C#CCCC(NCCc1ccccc1)=O,C#CCCC(NC(Cc1ccccc1)C([Hg])=O)=O,C#CCCC(N(CCc1ccccc1)[Hg])=O
173,OC(C(Cc1ccccc1)NC(Cc(ccc(Cl)c1)c1F)=O)=O,O=C(Cc(ccc(Cl)c1)c1F)NCCc1ccccc1,O=C(Cc(ccc(Cl)c1)c1F)NC(Cc1ccccc1)C([Hg])=O,O=C(Cc(ccc(Cl)c1)c1F)N(CCc1ccccc1)[Hg]
174,OC(C(Cc1ccccc1)NC(CCN(C=Nc1c2cccc1)C2=O)=O)=O,O=C(CCN(C=Nc1c2cccc1)C2=O)NCCc1ccccc1,O=C(CCN(C=Nc1c2cccc1)C2=O)NC(Cc1ccccc1)C([Hg])=O,O=C(CCN(C=Nc1c2cccc1)C2=O)N(CCc1ccccc1)[Hg]
